seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_2862410	1016	No terminal repeats	2	11	0.9915	0.0027	1	1.6987	NA	NA
k121_2958731	1116	No terminal repeats	3	11	0.9874	0.0029	1	1.6385	NA	NA
k121_2458604	1053	No terminal repeats	2	11	0.9852	0.0032	2	2.6329	F_traV;F_traB	NA
k121_2259981	1190	No terminal repeats	4	11	0.9809	0.0036	2	2.8371	T_virB3	NA
k121_2695141	1337	No terminal repeats	2	11	0.9806	0.0039	2	2.7104	F_traK;F_traB	NA
k121_2709526	1052	No terminal repeats	2	11	0.9759	0.0044	1	1.6827	NA	NA
k121_1722658	7792	No terminal repeats	8	11	0.9712	0.0049	3	4.9244	F_traL;F_traE	NA
k121_2750138	5858	No terminal repeats	7	11	0.9692	0.0055	4	2.6857	T_virB11;T_virB9;T_virB8;T_virB6	NA
k121_1853075	16775	No terminal repeats	20	11	0.9663	0.0060	2	6.0768	F_traL	NA
k121_74200	2363	No terminal repeats	2	11	0.9661	0.0066	1	2.2618	NA	NA
k121_514111	3598	No terminal repeats	5	11	0.9639	0.0072	1	2.1083	T_virB1	NA
k121_407864	31769	No terminal repeats	32	11	0.9602	0.0078	11	15.3293	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU	NA
k121_2640533	1207	No terminal repeats	2	11	0.9581	0.0085	1	1.5477	T_virB5	NA
k121_2531172	1017	No terminal repeats	2	4	0.9581	0.0091	1	1.7183	NA	NA
k121_811764	1183	No terminal repeats	3	11	0.9566	0.0098	2	2.3303	F_traU;F_traW	NA
k121_188313	1281	No terminal repeats	3	11	0.9501	0.0105	2	2.9506	F_traL;F_traE	NA
k121_809074	1629	No terminal repeats	4	11	0.9473	0.0112	1	2.1411	NA	NA
k121_2339813	1457	No terminal repeats	3	11	0.9462	0.0120	2	2.7689	MOBH	NA
k121_383216	97408	No terminal repeats	85	11	0.9457	0.0127	14	12.5413	F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH;F_traG;F_traH;F_traF	NF033117;NF033068
k121_2199456	1408	No terminal repeats	2	11	0.9448	0.0134	2	2.4653	F_traW;F_traU	NA
k121_1406496	1016	No terminal repeats	2	11	0.9403	0.0142	1	1.5585	NA	NA
k121_1941210	2302	No terminal repeats	4	11	0.9210	0.0153	1	2.2848	NA	NA
k121_672827	12327	No terminal repeats	14	11	0.9191	0.0163	2	2.3548	T_virB10;T_virB8	NA
k121_1965257	4969	No terminal repeats	6	11	0.9172	0.0174	3	4.4358	MOBH	NA
k121_1431653	16818	No terminal repeats	18	11	0.9165	0.0184	4	5.9151	F_traF;F_traH;F_traG	NA
k121_1284375	2408	No terminal repeats	3	11	0.9113	0.0195	1	2.3932	NA	NA
k121_2860355	2030	No terminal repeats	4	11	0.9104	0.0206	1	1.6557	NA	NA
k121_92966	4611	No terminal repeats	3	11	0.9069	0.0216	2	2.7175	MOBH	NA
k121_100938	2131	No terminal repeats	4	11	0.9052	0.0227	1	1.9762	NA	NA
k121_1273605	1477	No terminal repeats	2	11	0.8964	0.0239	2	2.4250	F_traH;F_traF	NA
k121_120390	1209	No terminal repeats	3	11	0.8855	0.0252	1	2.0483	F_traE	NA
k121_1609914	1548	No terminal repeats	2	11	0.8745	0.0266	2	2.0428	t4cp1	NA
k121_1296129	2845	No terminal repeats	7	11	0.8736	0.0280	1	3.1038	NA	NA
k121_2068117	2728	No terminal repeats	3	11	0.8334	0.0299	2	2.6158	t4cp1	NA
k121_1002236	1190	No terminal repeats	4	11	0.8146	0.0320	2	2.5159	virb4	NA
