seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1946466	1850	No terminal repeats	3	11	0.9447	0.0110	2	2.8922	MOBP1	NA
k121_597006	1250	No terminal repeats	4	11	0.9417	0.0117	2	2.2801	T_virB2;T_virB3	NA
k121_2697218	1327	No terminal repeats	2	11	0.9389	0.0124	2	2.0054	T_virB9;T_virB10	NA
k121_826573	1087	No terminal repeats	3	11	0.9210	0.0133	1	2.0800	NA	NA
k121_2493015	1316	No terminal repeats	2	11	0.9169	0.0142	1	2.2085	NA	NA
k121_3003209	2076	No terminal repeats	3	11	0.9154	0.0152	2	2.0145	T_virB9	NA
k121_1470943	1093	No terminal repeats	3	11	0.9149	0.0161	1	2.2753	NA	NA
k121_906218	2178	No terminal repeats	4	11	0.9065	0.0171	1	1.9773	NA	NA
k121_1858496	10822	No terminal repeats	14	11	0.8660	0.0187	3	3.4372	F_traB;virb4;F_traW	NA
k121_1177189	1618	No terminal repeats	2	11	0.8563	0.0203	2	2.2092	T_virB6;T_virB9	NA
k121_2702600	1294	No terminal repeats	3	11	0.8494	0.0219	1	2.4193	NA	NA
k121_252970	5468	No terminal repeats	6	11	0.8217	0.0239	1	1.7183	MOBQ	NA
k121_2563214	2530	No terminal repeats	3	11	0.8164	0.0258	1	2.1602	NA	NA
k121_2326055	1230	No terminal repeats	2	11	0.8002	0.0280	1	1.6385	NA	NA
