seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1842067	1567	No terminal repeats	2	11	0.9937	0.0019	1	1.7183	T_virB3	NA
k121_2047703	5368	No terminal repeats	5	11	0.9937	0.0020	1	2.1892	C_alr7204;virb4	NA
k121_116210	2298	No terminal repeats	4	11	0.9933	0.0021	2	2.3894	T_virB8;T_virB6	NA
k121_2023823	1025	No terminal repeats	2	11	0.9931	0.0021	1	1.7120	NA	NA
k121_1535191	1912	No terminal repeats	3	11	0.9908	0.0022	2	1.9813	T_virB8;T_virB9	NA
k121_1623186	10563	No terminal repeats	9	11	0.9903	0.0024	1	2.0344	NA	NA
k121_323393	1377	No terminal repeats	2	11	0.9883	0.0025	2	2.3861	T_virB6;T_virB8	NA
k121_1448554	3070	No terminal repeats	3	11	0.9879	0.0026	1	1.6920	MOBQ	NA
k121_2698448	2112	No terminal repeats	2	11	0.9782	0.0029	1	1.5314	NA	NA
k121_1907527	1243	No terminal repeats	2	11	0.9770	0.0032	2	2.3690	T_virB6;virb4	NA
k121_2657035	1042	No terminal repeats	1	11	0.9749	0.0035	1	1.7134	NA	NA
k121_444951	1314	No terminal repeats	3	11	0.9722	0.0038	2	2.1795	T_virB8;T_virB9	NA
k121_2022283	1307	No terminal repeats	2	11	0.9698	0.0042	2	2.0420	G_tfc3;T_virB1	NA
k121_2028522	4390	No terminal repeats	6	11	0.9669	0.0046	1	1.7933	NA	NA
k121_1474313	1802	No terminal repeats	4	11	0.9607	0.0050	1	2.1033	NA	NA
k121_1072641	6733	No terminal repeats	7	11	0.9533	0.0056	1	1.6459	NA	NA
k121_458195	1545	No terminal repeats	2	11	0.9512	0.0061	1	2.0818	T_virB9	NA
k121_422073	4488	No terminal repeats	4	11	0.9413	0.0068	1	1.6894	NA	NA
k121_2490263	1041	No terminal repeats	3	11	0.9391	0.0075	2	2.4653	F_traW;F_traU	NA
k121_2636251	2399	No terminal repeats	5	11	0.9318	0.0082	1	1.7524	NA	NA
k121_1680208	1112	No terminal repeats	4	11	0.9307	0.0090	2	2.2801	T_virB2;T_virB3	NA
k121_2155011	8113	No terminal repeats	8	11	0.9274	0.0097	1	3.4939	NA	NA
k121_238969	1287	No terminal repeats	4	11	0.9193	0.0106	2	2.0382	G_tfc5;G_tfc8	NA
k121_2472330	5679	No terminal repeats	7	11	0.8754	0.0119	1	4.8575	NA	NA
k121_371277	3947	No terminal repeats	6	11	0.8608	0.0134	5	5.7995	virb4;T_virB5;T_virB6;T_virB8;T_virB9	NA
k121_343066	1332	No terminal repeats	2	11	0.8361	0.0151	1	1.5486	NA	NA
k121_1629140	1365	No terminal repeats	4	11	0.8220	0.0170	1	2.5253	NA	NA
