seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_452183	1842	No terminal repeats	3	11	0.9986	0.0011	2	2.3794	F_traF;F_trbC	NA
k121_431834	1382	No terminal repeats	3	11	0.9986	0.0011	1	2.5896	NA	NA
k121_971914	1719	No terminal repeats	4	11	0.9984	0.0012	2	3.4366	T_virB2;T_virB3	NA
k121_901529	2068	No terminal repeats	3	11	0.9984	0.0012	2	1.8586	NA	NA
k121_2314223	4830	No terminal repeats	8	11	0.9983	0.0012	1	3.7838	NA	NA
k121_2804578	1013	No terminal repeats	1	11	0.9983	0.0012	1	1.6920	MOBQ	NA
k121_1929209	1782	No terminal repeats	2	11	0.9983	0.0012	1	1.6894	NA	NA
k121_234075	3262	No terminal repeats	4	11	0.9981	0.0012	2	3.4491	F_traV	NA
k121_1043786	1582	No terminal repeats	2	11	0.9980	0.0013	1	2.8723	NA	NA
k121_1991340	1544	No terminal repeats	4	11	0.9975	0.0013	1	3.1292	MOBQ	NA
k121_2321393	1962	No terminal repeats	3	11	0.9971	0.0013	3	3.7334	T_virB9;T_virB8;T_virB5	NA
k121_272429	1116	No terminal repeats	2	11	0.9964	0.0014	1	1.7183	MOBP1	NA
k121_4421	1214	No terminal repeats	2	11	0.9955	0.0014	1	1.5477	T_virB6	NA
k121_1480163	2275	No terminal repeats	2	11	0.9946	0.0015	2	2.0145	T_virB9	NA
k121_2583723	1156	No terminal repeats	2	11	0.9945	0.0016	1	1.5405	NA	NA
k121_1425079	1187	No terminal repeats	4	11	0.9937	0.0017	1	3.2865	NA	NA
k121_1148761	6597	No terminal repeats	6	11	0.9929	0.0018	2	2.8355	F_traH;F_traG	NA
k121_303995	1454	No terminal repeats	3	11	0.9920	0.0020	2	2.3861	T_virB8;T_virB6	NA
k121_605215	1200	No terminal repeats	3	11	0.9907	0.0021	2	2.4943	F_traW	NA
k121_549180	1065	No terminal repeats	2	11	0.9907	0.0023	1	1.7183	NA	NA
k121_2210974	1835	No terminal repeats	3	11	0.9896	0.0024	1	2.5770	NA	NA
k121_1366873	1470	No terminal repeats	3	11	0.9889	0.0026	3	4.2902	T_virB3;virb4	NA
k121_1332849	1253	No terminal repeats	3	11	0.9878	0.0028	1	2.4058	NA	NA
k121_1774754	1061	No terminal repeats	3	11	0.9866	0.0030	3	3.1381	G_tfc12;G_tfc11;G_tfc10	NA
k121_845276	1181	No terminal repeats	2	11	0.9865	0.0032	2	2.9387	MOBP1	NA
k121_2161176	2033	No terminal repeats	4	11	0.9845	0.0034	2	2.3083	T_virB8;T_virB9	NA
k121_2004891	1026	No terminal repeats	2	11	0.9780	0.0037	1	1.5111	NA	NA
k121_2854492	1193	No terminal repeats	3	11	0.9756	0.0041	2	2.9050	T_virB1	NA
k121_562345	1648	No terminal repeats	2	11	0.9677	0.0045	2	2.3775	T_virB6;T_virB8	NA
k121_2114264	1397	No terminal repeats	3	11	0.9595	0.0051	1	1.7183	F_traV	NA
k121_659817	4242	No terminal repeats	5	11	0.9592	0.0057	1	2.5932	MOBP1	NA
k121_2258722	1005	No terminal repeats	4	11	0.9543	0.0064	2	2.2801	T_virB2;T_virB3	NA
k121_712620	1895	No terminal repeats	3	11	0.9498	0.0071	2	2.0145	T_virB9	NA
k121_815705	26221	No terminal repeats	33	11	0.9479	0.0078	6	3.0886	virb4;T_virB6;T_virB8;T_virB9;T_virB10;T_virB11;MOBP1	NA
k121_148443	1143	No terminal repeats	3	11	0.9453	0.0085	2	2.1829	T_virB8;T_virB9	NA
k121_1729641	1244	No terminal repeats	4	11	0.9420	0.0092	2	2.8371	T_virB3	NA
k121_1719667	1398	No terminal repeats	2	11	0.9378	0.0100	2	2.3903	C_alr7209;C_alr7210	NA
k121_2084859	1075	No terminal repeats	3	11	0.9258	0.0110	2	2.4758	T_virB3;T_virB2	NA
k121_2554230	1227	No terminal repeats	3	11	0.9167	0.0120	2	2.6477	T_virB6;T_virB5	NA
k121_1924336	1481	No terminal repeats	2	11	0.9137	0.0131	1	1.9820	T_virB10	NA
k121_2039078	2544	No terminal repeats	3	11	0.9122	0.0141	1	3.8085	NA	NA
k121_942558	1644	No terminal repeats	2	11	0.8751	0.0157	2	2.1363	T_virB5;virb4	NA
k121_1650901	2016	No terminal repeats	3	11	0.8714	0.0172	1	1.9122	NA	NA
k121_1908379	1670	No terminal repeats	5	11	0.8174	0.0195	1	1.9820	T_virB10	NA
k121_947454	1001	No terminal repeats	2	11	0.8113	0.0217	2	2.3083	T_virB8;T_virB9	NA
