seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_787773	1121	No terminal repeats	2	11	0.9974	0.0017	1	2.3037	NA	NA
k121_2178898	2065	No terminal repeats	4	11	0.9970	0.0018	2	2.4758	T_virB3;T_virB2	NA
k121_1587350	16338	No terminal repeats	22	11	0.9968	0.0018	2	3.7750	T_virB11;MOBP1	NA
k121_91828	1960	No terminal repeats	4	11	0.9967	0.0018	2	1.6313	T_virB11;T_virB2;T_virB3	NA
k121_427261	2033	No terminal repeats	3	11	0.9964	0.0019	1	2.3538	NA	NA
k121_1375369	3690	No terminal repeats	6	11	0.9963	0.0019	4	5.9978	F_traL;F_traE;F_traK;F_traB	NA
k121_1797191	2405	No terminal repeats	5	11	0.9963	0.0019	3	4.2902	T_virB2;T_virB3;virb4	NA
k121_1823383	2264	No terminal repeats	3	11	0.9960	0.0020	1	1.8993	NA	NA
k121_1046939	1079	No terminal repeats	2	11	0.9955	0.0020	2	2.7021	T_virB8;T_virB5	NA
k121_1351157	1107	No terminal repeats	3	11	0.9950	0.0021	2	3.4366	T_virB2;T_virB3	NA
k121_207067	1029	No terminal repeats	2	11	0.9943	0.0022	1	2.6322	T_virB1	NA
k121_556503	1534	No terminal repeats	3	11	0.9940	0.0022	1	1.7183	T_virB3	NA
k121_1407732	1572	No terminal repeats	2	11	0.9935	0.0023	1	2.8615	F_trbC	NA
k121_1346441	3222	No terminal repeats	4	11	0.9933	0.0024	3	4.9064	T_virB6;T_virB8;T_virB9	NA
k121_738008	2482	No terminal repeats	4	11	0.9928	0.0025	3	3.5492	T_virB6;T_virB8;T_virB9	NA
k121_1429073	3363	No terminal repeats	4	11	0.9918	0.0026	3	3.8128	virb4;T_virB3	NA
k121_711842	1026	No terminal repeats	2	11	0.9908	0.0027	1	1.7183	MOBP1	NA
k121_1829372	1176	No terminal repeats	2	11	0.9903	0.0028	2	3.0941	T_virB5;T_virB6	NA
k121_1107611	1907	No terminal repeats	3	11	0.9887	0.0030	1	1.7183	NA	NA
k121_610701	1131	No terminal repeats	2	11	0.9837	0.0032	2	2.5463	F_traU;F_trbC	NA
k121_1030053	1026	No terminal repeats	2	11	0.9837	0.0034	1	1.7145	NA	NA
k121_683219	1403	No terminal repeats	2	11	0.9827	0.0036	1	1.9808	T_virB10	NA
k121_48816	3116	No terminal repeats	3	11	0.9819	0.0039	3	3.5446	virb4;T_virB6;T_virB8	NA
k121_1577392	1407	No terminal repeats	2	11	0.9745	0.0042	2	2.0120	T_virB10;T_virB9	NA
k121_1452437	1180	No terminal repeats	2	11	0.9739	0.0045	2	2.4284	F_traH;F_traF	NA
k121_625722	1425	No terminal repeats	4	11	0.9711	0.0049	2	2.4758	T_virB2;T_virB3	NA
k121_2098795	1367	No terminal repeats	4	11	0.9680	0.0053	2	2.2801	T_virB2;T_virB3	NA
k121_784827	7861	No terminal repeats	9	11	0.9630	0.0058	2	3.6725	T_virB3	NF033145
k121_1477732	1683	No terminal repeats	3	11	0.9602	0.0063	1	1.7183	NA	NA
k121_677755	2129	No terminal repeats	3	11	0.9515	0.0069	2	2.2092	T_virB6;T_virB9	NA
k121_1466480	2174	No terminal repeats	4	11	0.9513	0.0075	2	2.2801	T_virB3;T_virB2	NA
k121_1322242	1327	No terminal repeats	2	11	0.9497	0.0081	2	2.3538	T_virB6;T_virB5	NA
k121_733355	1389	No terminal repeats	3	11	0.9445	0.0087	1	1.7183	NA	NA
k121_1587764	1413	No terminal repeats	4	11	0.9390	0.0094	1	3.4169	T_virB3	NA
k121_2093573	2806	No terminal repeats	2	11	0.9389	0.0101	2	2.4245	virb4;F_traV	NA
k121_754736	1764	No terminal repeats	3	11	0.9360	0.0108	1	1.6827	NA	NA
k121_1900356	1153	No terminal repeats	2	11	0.9304	0.0116	2	2.4245	virb4;F_traV	NA
k121_721989	1078	No terminal repeats	2	11	0.8970	0.0127	2	2.0500	T_virB9;T_virB8	NA
k121_1617456	1410	No terminal repeats	4	11	0.8716	0.0142	1	2.2753	NA	NA
k121_508220	3181	No terminal repeats	5	11	0.8480	0.0159	3	3.1541	T_virB8;T_virB9;T_virB10	NA
k121_1636533	1069	No terminal repeats	2	11	0.8459	0.0176	1	1.5207	NA	NA
k121_397028	2284	No terminal repeats	3	11	0.8394	0.0194	2	2.5463	F_traU;F_trbC	NA
k121_479993	1686	No terminal repeats	2	11	0.8104	0.0214	2	2.1047	t4cp1;G_tfc5	NA
