seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_733864	1248	No terminal repeats	2	11	0.9980	0.0013	2	2.7021	T_virB8;T_virB5	NA
k121_1858978	3168	No terminal repeats	4	11	0.9979	0.0013	3	4.1938	F_traB;F_traV;virb4	NA
k121_320426	1779	DTR	1	11	0.9978	0.0014	1	1.7134	NA	NA
k121_1600785	1266	No terminal repeats	3	11	0.9974	0.0014	1	2.7752	MOBQ	NA
k121_921781	1334	No terminal repeats	4	11	0.9974	0.0014	1	1.7183	T_virB3	NA
k121_1138293	4592	No terminal repeats	4	11	0.9974	0.0015	1	3.3257	T_virB9;T_virB10	NA
k121_320560	1740	DTR	1	11	0.9972	0.0015	1	1.7134	NA	NA
k121_1795474	2718	No terminal repeats	3	11	0.9970	0.0015	2	2.8738	MOBP1	NA
k121_1686999	1152	No terminal repeats	2	11	0.9964	0.0016	1	1.7183	T_virB6	NA
k121_1201378	2804	No terminal repeats	3	11	0.9961	0.0017	1	2.3719	NA	NA
k121_312219	4452	No terminal repeats	5	11	0.9958	0.0017	2	3.9028	C_alr7209;C_alr7210;C_alr7211	NA
k121_1475590	1215	No terminal repeats	2	11	0.9955	0.0018	1	2.0215	NA	NA
k121_1106489	1072	No terminal repeats	1	11	0.9948	0.0019	1	1.5023	NA	NA
k121_1267793	1527	No terminal repeats	2	11	0.9943	0.0020	1	1.6645	MOBP1	NA
k121_1876462	2279	No terminal repeats	3	11	0.9939	0.0021	1	1.5023	NA	NA
k121_1129191	1427	No terminal repeats	3	11	0.9926	0.0022	1	1.5301	NA	NA
k121_346873	1177	No terminal repeats	1	11	0.9919	0.0023	1	1.7183	T_virB6	NA
k121_1095245	1306	No terminal repeats	4	11	0.9910	0.0025	1	2.1806	NA	NA
k121_1640582	1033	No terminal repeats	3	11	0.9903	0.0026	2	2.4758	T_virB2;T_virB3	NA
k121_1513248	10132	No terminal repeats	11	11	0.9896	0.0028	1	7.6144	NA	NA
k121_506977	1084	No terminal repeats	2	11	0.9887	0.0030	1	1.6808	MOBQ	NA
k121_710683	1014	No terminal repeats	3	11	0.9859	0.0032	2	2.2801	T_virB3;T_virB2	NA
k121_736362	1046	No terminal repeats	3	11	0.9828	0.0034	2	2.5944	F_traL;F_traE	NA
k121_740957	1783	No terminal repeats	4	11	0.9779	0.0038	1	1.6746	NA	NA
k121_640929	23027	No terminal repeats	24	11	0.9774	0.0042	1	3.0878	NA	NA
k121_617271	1184	No terminal repeats	2	11	0.9764	0.0045	1	1.5023	NA	NA
k121_1434550	2566	No terminal repeats	4	11	0.9616	0.0051	1	3.0178	NA	NA
k121_1213563	1420	No terminal repeats	2	11	0.9595	0.0058	2	2.4862	F_traB;F_traK	NA
k121_764151	2430	No terminal repeats	3	11	0.9571	0.0064	1	1.7183	NA	NA
k121_1232716	1547	No terminal repeats	3	11	0.9334	0.0075	1	1.6628	I_traI	NA
k121_1764821	1004	No terminal repeats	2	11	0.9317	0.0085	1	2.1676	NA	NA
k121_569047	1351	No terminal repeats	3	11	0.9288	0.0095	1	1.5477	T_virB5	NA
k121_1261665	1201	No terminal repeats	2	11	0.9256	0.0106	2	2.1795	T_virB8;T_virB9	NA
k121_612936	1426	No terminal repeats	3	11	0.9233	0.0117	2	2.5463	F_traU;F_trbC	NA
k121_864436	1059	No terminal repeats	2	11	0.9212	0.0127	2	2.3083	T_virB8;T_virB9	NA
k121_2191	1194	No terminal repeats	3	11	0.9196	0.0138	1	2.4081	NA	NA
k121_687156	11030	No terminal repeats	11	11	0.9174	0.0148	6	4.8264	T_virB3;virb4;T_virB6;T_virB9;T_virB11	NA
k121_1157088	2313	No terminal repeats	3	11	0.9108	0.0160	1	1.5023	NA	NA
k121_1291033	1348	No terminal repeats	2	11	0.8975	0.0173	1	1.5282	MOBP1	NA
k121_1264306	4245	No terminal repeats	5	11	0.8615	0.0190	3	3.3618	virb4;T_virB6;T_virB8	NA
k121_642701	12239	No terminal repeats	21	11	0.8584	0.0208	1	2.9973	NA	NA
k121_498855	1258	No terminal repeats	3	11	0.8117	0.0232	2	2.1526	T_virB8;T_virB9	NA
k121_891106	1188	No terminal repeats	2	11	0.8026	0.0257	1	2.2753	NA	NA
