seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1577061	4163	No terminal repeats	3	11	0.9921	0.0020	2	2.6906	virb4;T_virB2	NA
k121_1610251	1706	No terminal repeats	3	11	0.9906	0.0022	2	2.8738	MOBP1	NA
k121_899609	1016	No terminal repeats	1	11	0.9894	0.0024	1	1.5477	T_virB6	NA
k121_1931099	1278	No terminal repeats	4	11	0.9891	0.0025	2	2.4943	F_traW	NA
k121_1402365	1059	No terminal repeats	2	11	0.9885	0.0027	1	1.5931	NA	NA
k121_1651845	1253	No terminal repeats	3	11	0.9836	0.0029	2	2.4943	F_traW	NA
k121_33419	1126	No terminal repeats	2	11	0.9805	0.0032	2	2.3779	MOBH;t4cp1	NA
k121_410296	1220	No terminal repeats	3	11	0.9804	0.0035	2	2.5290	T_virB8;T_virB9	NA
k121_1532463	2258	No terminal repeats	2	11	0.9770	0.0039	2	2.1742	virb4;T_virB6	NA
k121_1695423	1416	No terminal repeats	2	11	0.9768	0.0042	2	2.3083	T_virB8;T_virB9	NA
k121_403112	5967	No terminal repeats	5	11	0.9761	0.0045	1	3.4696	NA	NA
k121_1932510	3429	No terminal repeats	5	11	0.9744	0.0049	1	2.2753	NA	NA
k121_1793151	1972	No terminal repeats	2	11	0.9725	0.0053	2	2.4245	virb4;F_traV	NA
k121_776604	1415	No terminal repeats	2	11	0.9710	0.0056	1	1.7137	NA	NA
k121_1075075	1208	No terminal repeats	1	11	0.9626	0.0062	1	1.6920	MOBQ	NA
k121_219016	1874	No terminal repeats	6	11	0.9615	0.0067	1	3.1038	NA	NA
k121_666662	1289	No terminal repeats	2	11	0.9582	0.0072	1	1.5023	NA	NA
k121_1593894	1541	No terminal repeats	2	11	0.9571	0.0077	2	1.9784	T_virB9;T_virB10	NA
k121_477862	1013	No terminal repeats	1	11	0.9553	0.0083	1	1.5023	NA	NA
k121_579490	2435	No terminal repeats	2	11	0.9552	0.0088	2	2.1742	T_virB6;virb4	NA
k121_1857087	1717	No terminal repeats	2	11	0.9550	0.0094	2	2.5463	F_traU;F_trbC	NA
k121_1190880	1266	No terminal repeats	2	11	0.9531	0.0099	2	2.4908	T_virB8;T_virB6	NA
k121_378968	2037	No terminal repeats	4	11	0.9474	0.0105	2	2.1795	T_virB9;T_virB8	NA
k121_1770390	1241	No terminal repeats	2	11	0.9472	0.0111	2	2.2057	T_virB6;T_virB9	NA
k121_54713	1409	No terminal repeats	2	11	0.9387	0.0118	1	1.5477	T_virB5	NA
k121_185968	1103	No terminal repeats	2	11	0.9383	0.0124	1	1.5314	NA	NA
k121_1379600	1284	No terminal repeats	2	11	0.9330	0.0132	2	2.1795	T_virB8;T_virB9	NA
k121_757028	1026	No terminal repeats	2	11	0.9326	0.0139	2	2.3083	T_virB9;T_virB8	NA
k121_1846793	1864	No terminal repeats	2	11	0.9140	0.0148	1	2.2618	NA	NA
k121_1976557	1014	No terminal repeats	2	11	0.9133	0.0157	2	2.3083	T_virB8;T_virB9	NA
k121_603857	1012	No terminal repeats	2	11	0.9051	0.0167	2	1.9957	T_virB8;T_virB9	NA
k121_504054	1854	No terminal repeats	4	11	0.8939	0.0179	2	2.4613	T_virB5	NA
k121_1086811	1237	No terminal repeats	4	11	0.8915	0.0190	2	2.5409	T_virB3	NA
k121_2096477	1487	No terminal repeats	3	11	0.8785	0.0202	2	2.2044	T_virB8;T_virB9	NA
k121_1290503	1049	No terminal repeats	2	11	0.8606	0.0217	1	1.5023	NA	NA
k121_2003010	1322	No terminal repeats	2	4	0.8368	0.0233	1	1.5160	NA	NA
k121_1702036	1867	No terminal repeats	5	11	0.8265	0.0251	1	1.5314	NA	NA
k121_2216156	1455	No terminal repeats	3	11	0.8178	0.0269	2	2.3083	T_virB9;T_virB8	NA
