seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_313388	1820	No terminal repeats	2	11	0.9962	0.0015	2	2.6906	T_virB3;virb4	NA
k121_287964	2321	No terminal repeats	3	11	0.9954	0.0015	2	2.1819	G_tfc15;virb4	NA
k121_362507	2849	No terminal repeats	4	11	0.9949	0.0016	4	4.7392	T_virB6;T_virB5;virb4	NA
k121_530207	1166	No terminal repeats	2	11	0.9949	0.0016	2	2.4284	F_traH;F_traF	NA
k121_196846	1238	No terminal repeats	3	11	0.9948	0.0017	1	1.7183	NA	NA
k121_266290	55463	No terminal repeats	53	11	0.9946	0.0017	1	3.1443	MOBV	NA
k121_444852	1841	No terminal repeats	4	11	0.9940	0.0018	2	2.8002	T_virB1;T_virB3	NA
k121_123351	2273	No terminal repeats	2	11	0.9934	0.0019	2	2.1742	T_virB6;virb4	NA
k121_183235	2146	No terminal repeats	4	11	0.9933	0.0020	2	2.3192	T_virB3	NA
k121_2122	2033	No terminal repeats	2	11	0.9926	0.0020	2	2.3861	T_virB6;T_virB8	NA
k121_95444	1307	No terminal repeats	2	11	0.9907	0.0022	2	2.5463	F_traU;F_trbC	NA
k121_392691	1011	No terminal repeats	3	11	0.9890	0.0023	1	1.7183	NA	NA
k121_588732	1052	No terminal repeats	2	11	0.9884	0.0024	1	1.5111	NA	NA
k121_340492	1534	No terminal repeats	2	11	0.9836	0.0026	2	2.3538	T_virB6;T_virB5	NA
k121_251272	13097	No terminal repeats	11	11	0.9813	0.0028	1	2.8253	NA	NA
k121_443254	2251	No terminal repeats	3	11	0.9793	0.0031	1	1.9820	T_virB10	NA
k121_550956	2415	No terminal repeats	4	11	0.9750	0.0034	1	1.7183	NA	NA
k121_157369	2539	No terminal repeats	5	11	0.9729	0.0037	2	4.4475	T_virB5	NA
k121_413691	1062	No terminal repeats	3	11	0.9695	0.0041	1	1.9725	NA	NA
k121_372621	12873	No terminal repeats	15	11	0.9676	0.0044	2	2.7372	NA	NA
k121_456386	2009	No terminal repeats	2	11	0.9659	0.0048	2	2.6906	virb4;T_virB3	NA
k121_143230	1705	No terminal repeats	3	11	0.9643	0.0052	2	2.1526	T_virB9;T_virB8	NA
k121_228566	2620	No terminal repeats	3	11	0.9641	0.0056	1	1.5023	NA	NA
k121_258711	5193	No terminal repeats	8	11	0.9635	0.0060	4	5.9680	T_virB6;T_virB8;T_virB9;T_virB10	NA
k121_48661	1428	No terminal repeats	4	11	0.9628	0.0064	2	3.6028	T_virB8;T_virB9	NA
k121_613533	4103	No terminal repeats	7	11	0.9547	0.0069	2	2.5831	F_trbC;F_traL	NA
k121_596890	1373	No terminal repeats	3	11	0.9464	0.0074	2	2.4943	F_traW	NA
k121_571450	1097	No terminal repeats	4	11	0.9413	0.0080	2	2.1707	G_tfc8;G_tfc7	NA
k121_60541	1105	No terminal repeats	2	11	0.9374	0.0087	1	2.3538	NA	NA
k121_447601	1672	No terminal repeats	2	11	0.9370	0.0093	2	2.1047	G_tfc5;t4cp1	NA
k121_219886	2381	No terminal repeats	4	11	0.9343	0.0100	1	2.2883	G_tfc23;G_tfc22	NA
k121_183901	4602	No terminal repeats	7	11	0.9319	0.0106	2	4.8803	NA	NF033129
k121_57862	2812	No terminal repeats	8	11	0.9297	0.0113	1	3.1038	NA	NA
k121_708122	1812	No terminal repeats	3	11	0.9094	0.0122	2	2.8357	F_traV	NA
k121_39513	5923	No terminal repeats	7	11	0.8888	0.0133	1	4.5571	NA	NA
k121_216736	2210	No terminal repeats	2	11	0.8858	0.0144	2	2.1991	virb4;T_virB3	NA
k121_695152	4920	No terminal repeats	7	11	0.8745	0.0156	1	3.5016	NA	NA
k121_677275	1578	No terminal repeats	3	11	0.8436	0.0170	2	2.1795	T_virB8;T_virB9	NA
k121_489979	1863	No terminal repeats	5	11	0.8113	0.0189	1	2.1154	NA	NA
k121_347259	3744	No terminal repeats	5	11	0.8101	0.0206	2	1.5265	T_virB9	NA
